id|code|name|type|parent_id
401776|CHN042012022|通城县|AREA|20179
401777|CHN042012023|崇阳县|AREA|20179
401778|CHN042012024|通山县|AREA|20179
401779|CHN042012081|赤壁|AREA|20179
401780|421301|市辖区|AREA|20180
401781|CHN042013002|曾都区|AREA|20180
401782|CHN042013081|广水|AREA|20180
401783|CHN042028001|恩施|AREA|20181
401784|CHN042028002|利川|AREA|20181
401785|CHN042028022|建始县|AREA|20181
401786|CHN042028023|巴东县|AREA|20181
401787|CHN042028025|宣恩县|AREA|20181
401788|CHN042028026|咸丰县|AREA|20181
401789|CHN042028027|来凤县|AREA|20181
401790|CHN042028028|鹤峰县|AREA|20181
401791|CHN042094000|仙桃|AREA|20182
401792|CHN042095000|潜江|AREA|20182
401793|CHN042096000|天门|AREA|20182
401794|CHN042A21000|神农架林区|AREA|20182
401795|430101|市辖区|AREA|20183
401796|CHN043001002|芙蓉区|AREA|20183
401797|CHN043001003|天心区|AREA|20183
401798|CHN043001004|岳麓区|AREA|20183
401799|CHN043001005|开福区|AREA|20183
401800|CHN043001011|雨花区|AREA|20183
401801|CHN043001021|长沙县|AREA|20183
401802|CHN043001022|望城县|AREA|20183
401803|CHN043001024|宁乡县|AREA|20183
401804|CHN043001081|浏阳|AREA|20183
401805|430201|市辖区|AREA|20184
401806|CHN043002002|荷塘区|AREA|20184
401807|CHN043002003|芦淞区|AREA|20184
401808|CHN043002004|石峰区|AREA|20184
401809|CHN043002011|天元区|AREA|20184
401810|CHN043002021|株洲县|AREA|20184
401811|CHN043002023|攸　县|AREA|20184
401812|CHN043002024|茶陵县|AREA|20184
401813|CHN043002025|炎陵县|AREA|20184
401814|CHN043002081|醴陵|AREA|20184
401815|430301|市辖区|AREA|20185
401816|CHN043003002|雨湖区|AREA|20185
401817|CHN043003004|岳塘区|AREA|20185
401818|CHN043003021|湘潭县|AREA|20185
401819|CHN043003081|湘乡|AREA|20185
401820|CHN043003082|韶山|AREA|20185
401821|430401|市辖区|AREA|20186
401822|CHN043004005|珠晖区|AREA|20186
401823|CHN043004006|雁峰区|AREA|20186
401824|CHN043004007|石鼓区|AREA|20186
401825|CHN043004008|蒸湘区|AREA|20186
401826|CHN043004012|南岳区|AREA|20186
401827|CHN043004021|衡阳县|AREA|20186
401828|CHN043004022|衡南县|AREA|20186
401829|CHN043004023|衡山县|AREA|20186
401830|CHN043004024|衡东县|AREA|20186
401831|CHN043004026|祁东县|AREA|20186
401832|CHN043004081|耒阳|AREA|20186
401833|CHN043004082|常宁|AREA|20186
401834|430501|市辖区|AREA|20187
401835|CHN043005002|双清区|AREA|20187
401836|CHN043005003|大祥区|AREA|20187
401837|CHN043005011|北塔区|AREA|20187
401838|CHN043005021|邵东县|AREA|20187
401839|CHN043005022|新邵县|AREA|20187
401840|CHN043005023|邵阳县|AREA|20187
401841|CHN043005024|隆回县|AREA|20187
401842|CHN043005025|洞口县|AREA|20187
401843|CHN043005027|绥宁县|AREA|20187
401844|CHN043005028|新宁县|AREA|20187
401845|CHN043005029|城步苗族自治县|AREA|20187
401846|CHN043005081|武冈|AREA|20187
401847|430601|市辖区|AREA|20188
401848|CHN043006002|岳阳楼区|AREA|20188
401849|CHN043006003|云溪区|AREA|20188
401850|CHN043006011|君山区|AREA|20188
401851|CHN043006021|岳阳县|AREA|20188
401852|CHN043006023|华容县|AREA|20188
401853|CHN043006024|湘阴县|AREA|20188
401854|CHN043006026|平江县|AREA|20188
401855|CHN043006081|汨罗|AREA|20188
401856|CHN043006082|临湘|AREA|20188
401857|430701|市辖区|AREA|20189
401858|CHN043007002|武陵区|AREA|20189
401859|CHN043007003|鼎城区|AREA|20189
401860|CHN043007021|安乡县|AREA|20189
401861|CHN043007022|汉寿县|AREA|20189
401862|CHN043007023|澧　县|AREA|20189
401863|CHN043007024|临澧县|AREA|20189
401864|CHN043007025|桃源县|AREA|20189
401865|CHN043007026|石门县|AREA|20189
401866|CHN043007081|津市|AREA|20189
401867|430801|市辖区|AREA|20190
401868|CHN043008002|永定区|AREA|20190
401869|CHN043008011|武陵源区|AREA|20190
401870|CHN043008021|慈利县|AREA|20190
401871|CHN043008022|桑植县|AREA|20190
401872|430901|市辖区|AREA|20191
401873|CHN043009002|资阳区|AREA|20191
401874|CHN043009003|赫山区|AREA|20191
401875|CHN043009021|南　县|AREA|20191
401876|CHN043009022|桃江县|AREA|20191
401877|CHN043009023|安化县|AREA|20191
401878|CHN043009081|沅江|AREA|20191
401879|431001|市辖区|AREA|20192
401880|CHN043010002|北湖区|AREA|20192
401881|CHN043010003|苏仙区|AREA|20192
401882|CHN043010021|桂阳县|AREA|20192
401883|CHN043010022|宜章县|AREA|20192
401884|CHN043010023|永兴县|AREA|20192
401885|CHN043010024|嘉禾县|AREA|20192
401886|CHN043010025|临武县|AREA|20192
401887|CHN043010026|汝城县|AREA|20192
401888|CHN043010027|桂东县|AREA|20192
401889|CHN043010028|安仁县|AREA|20192
401890|CHN043010081|资兴|AREA|20192
401891|431101|市辖区|AREA|20193
401892|CHN043011002|芝山区|AREA|20193
401893|CHN043011003|冷水滩区|AREA|20193
401894|CHN043011021|祁阳县|AREA|20193
401895|CHN043011022|东安县|AREA|20193
401896|CHN043011023|双牌县|AREA|20193
401897|CHN043011024|道　县|AREA|20193
401898|CHN043011025|江永县|AREA|20193
401899|CHN043011026|宁远县|AREA|20193
401900|CHN043011027|蓝山县|AREA|20193
401901|CHN043011028|新田县|AREA|20193
401902|CHN043011029|江华瑶族自治县|AREA|20193
401903|431201|市辖区|AREA|20194
401904|CHN043012002|鹤城区|AREA|20194
401905|CHN043012021|中方县|AREA|20194
401906|CHN043012022|沅陵县|AREA|20194
401907|CHN043012023|辰溪县|AREA|20194
401908|CHN043012024|溆浦县|AREA|20194
401909|CHN043012025|会同县|AREA|20194
401910|CHN043012026|麻阳苗族自治县|AREA|20194
401911|CHN043012027|新晃侗族自治县|AREA|20194
401912|CHN043012028|芷江侗族自治县|AREA|20194
401913|CHN043012029|靖州苗族侗族自治县|AREA|20194
401914|CHN043012030|通道侗族自治县|AREA|20194
401915|CHN043012081|洪江|AREA|20194
401916|431301|市辖区|AREA|20195
401917|CHN043013002|娄星区|AREA|20195
401918|CHN043013021|双峰县|AREA|20195
401919|CHN043013022|新化县|AREA|20195
401920|CHN043013081|冷水江|AREA|20195
401921|CHN043013082|涟源|AREA|20195
401922|CHN043031001|吉首|AREA|20196
401923|CHN043031022|泸溪县|AREA|20196
401924|CHN043031023|凤凰县|AREA|20196
401925|CHN043031024|花垣县|AREA|20196
401926|CHN043031025|保靖县|AREA|20196
401927|CHN043031026|古丈县|AREA|20196
401928|CHN043031027|永顺县|AREA|20196
401929|CHN043031030|龙山县|AREA|20196
401930|440101|市辖区|AREA|20197
401931|440102|东山区|AREA|20197
401932|CHN044001003|荔湾区|AREA|20197
401933|CHN044001004|越秀区|AREA|20197
401934|CHN044001005|海珠区|AREA|20197
401935|CHN044001006|天河区|AREA|20197
401936|440107|芳村区|AREA|20197
401937|CHN044001011|白云区|AREA|20197
401938|CHN044001012|黄埔区|AREA|20197
401939|CHN044001013|番禺区|AREA|20197
401940|CHN044001014|花都区|AREA|20197
401941|CHN044001083|增城|AREA|20197
401942|CHN044001084|从化|AREA|20197
401943|440201|市辖区|AREA|20198
401944|CHN044002003|武江区|AREA|20198
401945|CHN044002004|浈江区|AREA|20198
401946|CHN044002005|曲江区|AREA|20198
401947|CHN044002022|始兴县|AREA|20198
401948|CHN044002024|仁化县|AREA|20198
401949|CHN044002029|翁源县|AREA|20198
401950|CHN044002032|乳源瑶族自治县|AREA|20198
401951|CHN044002033|新丰县|AREA|20198
401952|CHN044002081|乐昌|AREA|20198
401953|CHN044002082|南雄|AREA|20198
401954|440301|市辖区|AREA|20199
401955|CHN044003003|罗湖区|AREA|20199
401956|CHN044003004|福田区|AREA|20199
401957|CHN044003005|南山区|AREA|20199
401958|CHN044003006|宝安区|AREA|20199
401959|CHN044003007|龙岗区|AREA|20199
401960|CHN044003008|盐田区|AREA|20199
401961|440401|市辖区|AREA|20200
401962|CHN044004002|香洲区|AREA|20200
401963|CHN044004003|斗门区|AREA|20200
401964|CHN044004004|金湾区|AREA|20200
401965|440501|市辖区|AREA|20201
401966|CHN044005007|龙湖区|AREA|20201
401967|CHN044005011|金平区|AREA|20201
401968|CHN044005012|濠江区|AREA|20201
401969|CHN044005013|潮阳区|AREA|20201
401970|CHN044005014|潮南区|AREA|20201
401971|CHN044005015|澄海区|AREA|20201
401972|CHN044005023|南澳县|AREA|20201
401973|440601|市辖区|AREA|20202
401974|CHN044006004|禅城区|AREA|20202
401975|CHN044006005|南海区|AREA|20202
401976|CHN044006006|顺德区|AREA|20202
401977|CHN044006007|三水区|AREA|20202
401978|CHN044006008|高明区|AREA|20202
401979|440701|市辖区|AREA|20203
401980|CHN044007003|蓬江区|AREA|20203
401981|CHN044007004|江海区|AREA|20203
401982|CHN044007005|新会区|AREA|20203
401983|CHN044007081|台山|AREA|20203
401984|CHN044007083|开平|AREA|20203
401985|CHN044007084|鹤山|AREA|20203
401986|CHN044007085|恩平|AREA|20203
401987|440801|市辖区|AREA|20204
401988|CHN044008002|赤坎区|AREA|20204
401989|CHN044008003|霞山区|AREA|20204
401990|CHN044008004|坡头区|AREA|20204
401991|CHN044008011|麻章区|AREA|20204
401992|CHN044008023|遂溪县|AREA|20204
401993|CHN044008025|徐闻县|AREA|20204
401994|CHN044008081|廉江|AREA|20204
401995|CHN044008082|雷州|AREA|20204
401996|CHN044008083|吴川|AREA|20204
401997|440901|市辖区|AREA|20205
401998|CHN044009002|茂南区|AREA|20205
401999|CHN044009003|茂港区|AREA|20205
402000|CHN044009023|电白县|AREA|20205
402001|CHN044009081|高州|AREA|20205
402002|CHN044009082|化州|AREA|20205
402003|CHN044009083|信宜|AREA|20205
402004|441201|市辖区|AREA|20206
402005|CHN044012002|端州区|AREA|20206
402006|CHN044012003|鼎湖区|AREA|20206
402007|CHN044012023|广宁县|AREA|20206
402008|CHN044012024|怀集县|AREA|20206
402009|CHN044012025|封开县|AREA|20206
402010|CHN044012026|德庆县|AREA|20206
402011|CHN044012083|高要|AREA|20206
402012|CHN044012084|四会|AREA|20206
402013|441301|市辖区|AREA|20207
402014|CHN044013002|惠城区|AREA|20207
402015|CHN044013003|惠阳区|AREA|20207
402016|CHN044013022|博罗县|AREA|20207
402017|CHN044013023|惠东县|AREA|20207
402018|CHN044013024|龙门县|AREA|20207
402019|441401|市辖区|AREA|20208
402020|CHN044014002|梅江区|AREA|20208
402021|CHN044014021|梅　县|AREA|20208
402022|CHN044014022|大埔县|AREA|20208
402023|CHN044014023|丰顺县|AREA|20208
402024|CHN044014024|五华县|AREA|20208
402025|CHN044014026|平远县|AREA|20208
402026|CHN044014027|蕉岭县|AREA|20208
402027|CHN044014081|兴宁|AREA|20208
402028|441501|市辖区|AREA|20209
402029|CHN044015002|城　区|AREA|20209
402030|CHN044015021|海丰县|AREA|20209
402031|CHN044015023|陆河县|AREA|20209
402032|CHN044015081|陆丰|AREA|20209
402033|441601|市辖区|AREA|20210
402034|CHN044016002|源城区|AREA|20210
402035|CHN044016021|紫金县|AREA|20210
402036|CHN044016022|龙川县|AREA|20210
402037|CHN044016023|连平县|AREA|20210
402038|CHN044016024|和平县|AREA|20210
402039|CHN044016025|东源县|AREA|20210
402040|441701|市辖区|AREA|20211
402041|CHN044017002|江城区|AREA|20211
402042|CHN044017021|阳西县|AREA|20211
402043|CHN044017023|阳东县|AREA|20211
402044|CHN044017081|阳春|AREA|20211
402045|441801|市辖区|AREA|20212
402046|CHN044018002|清城区|AREA|20212
402047|CHN044018021|佛冈县|AREA|20212
402048|CHN044018023|阳山县|AREA|20212
402049|CHN044018025|连山壮族瑶族自治县|AREA|20212
402050|CHN044018026|连南瑶族自治县|AREA|20212
402051|CHN044018027|清新县|AREA|20212
402052|CHN044018081|英德|AREA|20212
402053|CHN044018082|连州|AREA|20212
402054|445101|市辖区|AREA|20215
402055|CHN044051002|湘桥区|AREA|20215
402056|CHN044051021|潮安县|AREA|20215
402057|CHN044051022|饶平县|AREA|20215
402058|445201|市辖区|AREA|20216
402059|CHN044052002|榕城区|AREA|20216
402060|CHN044052021|揭东县|AREA|20216
402061|CHN044052022|揭西县|AREA|20216
402062|CHN044052024|惠来县|AREA|20216
402063|CHN044052081|普宁|AREA|20216
402064|445301|市辖区|AREA|20217
402065|CHN044053002|云城区|AREA|20217
402066|CHN044053021|新兴县|AREA|20217
402067|CHN044053022|郁南县|AREA|20217
402068|CHN044053023|云安县|AREA|20217
402069|CHN044053081|罗定|AREA|20217
402070|450101|市辖区|AREA|20218
402071|CHN045001002|兴宁区|AREA|20218
402072|CHN045001003|青秀区|AREA|20218
402073|CHN045001005|江南区|AREA|20218
402074|CHN045001007|西乡塘区|AREA|20218
402075|CHN045001008|良庆区|AREA|20218
402076|CHN045001009|邕宁区|AREA|20218
402077|CHN045001022|武鸣县|AREA|20218
402078|CHN045001023|隆安县|AREA|20218
402079|CHN045001024|马山县|AREA|20218
402080|CHN045001025|上林县|AREA|20218
402081|CHN045001026|宾阳县|AREA|20218
402082|CHN045001027|横　县|AREA|20218
402083|450201|市辖区|AREA|20219
402084|CHN045002002|城中区|AREA|20219
402085|CHN045002003|鱼峰区|AREA|20219
402086|CHN045002004|柳南区|AREA|20219
402087|CHN045002005|柳北区|AREA|20219
402088|CHN045002021|柳江县|AREA|20219
402089|CHN045002022|柳城县|AREA|20219
402090|CHN045002023|鹿寨县|AREA|20219
402091|CHN045002024|融安县|AREA|20219
402092|CHN045002025|融水苗族自治县|AREA|20219
402093|CHN045002026|三江侗族自治县|AREA|20219
402094|450301|市辖区|AREA|20220
402095|CHN045003002|秀峰区|AREA|20220
402096|CHN045003003|叠彩区|AREA|20220
402097|CHN045003004|象山区|AREA|20220
402098|CHN045003005|七星区|AREA|20220
402099|CHN045003011|雁山区|AREA|20220
402100|CHN045003021|阳朔县|AREA|20220
402101|CHN045003022|临桂县|AREA|20220
402102|CHN045003023|灵川县|AREA|20220
402103|CHN045003024|全州县|AREA|20220
402104|CHN045003025|兴安县|AREA|20220
402105|CHN045003026|永福县|AREA|20220
402106|CHN045003027|灌阳县|AREA|20220
402107|CHN045003028|龙胜各族自治县|AREA|20220
402108|CHN045003029|资源县|AREA|20220
402109|CHN045003030|平乐县|AREA|20220
402110|CHN045003031|荔蒲县|AREA|20220
402111|CHN045003032|恭城瑶族自治县|AREA|20220
402112|450401|市辖区|AREA|20221
402113|CHN045004003|万秀区|AREA|20221
402114|CHN045004004|蝶山区|AREA|20221
402115|CHN045004005|长洲区|AREA|20221
402116|CHN045004021|苍梧县|AREA|20221
402117|CHN045004022|藤　县|AREA|20221
402118|CHN045004023|蒙山县|AREA|20221
402119|CHN045004081|岑溪|AREA|20221
402120|450501|市辖区|AREA|20222
402121|CHN045005002|海城区|AREA|20222
402122|CHN045005003|银海区|AREA|20222
402123|CHN045005012|铁山港区|AREA|20222
402124|CHN045005021|合浦县|AREA|20222
402125|450601|市辖区|AREA|20223
402126|CHN045006002|港口区|AREA|20223
402127|CHN045006003|防城区|AREA|20223
402128|CHN045006021|上思县|AREA|20223
402129|CHN045006081|东兴|AREA|20223
402130|450701|市辖区|AREA|20224
402131|CHN045007002|钦南区|AREA|20224
402132|CHN045007003|钦北区|AREA|20224
402133|CHN045007021|灵山县|AREA|20224
402134|CHN045007022|浦北县|AREA|20224
402135|450801|市辖区|AREA|20225
402136|CHN045008002|港北区|AREA|20225
402137|CHN045008003|港南区|AREA|20225
402138|CHN045008004|覃塘区|AREA|20225
402139|CHN045008021|平南县|AREA|20225
402140|CHN045008081|桂平|AREA|20225
402141|450901|市辖区|AREA|20226
402142|CHN045009002|玉州区|AREA|20226
402143|CHN045009021|容　县|AREA|20226
402144|CHN045009022|陆川县|AREA|20226
402145|CHN045009023|博白县|AREA|20226
402146|CHN045009024|兴业县|AREA|20226
402147|CHN045009081|北流|AREA|20226
402148|451001|市辖区|AREA|20227
402149|CHN045010002|右江区|AREA|20227
402150|CHN045010021|田阳县|AREA|20227
402151|CHN045010022|田东县|AREA|20227
402152|CHN045010023|平果县|AREA|20227
402153|CHN045010024|德保县|AREA|20227
402154|CHN045010025|靖西县|AREA|20227
402155|CHN045010026|那坡县|AREA|20227
402156|CHN045010027|凌云县|AREA|20227
402157|CHN045010028|乐业县|AREA|20227
402158|CHN045010029|田林县|AREA|20227
402159|CHN045010030|西林县|AREA|20227
402160|CHN045010031|隆林各族自治县|AREA|20227
402161|451101|市辖区|AREA|20228
402162|CHN045011002|八步区|AREA|20228
402163|CHN045011021|昭平县|AREA|20228
402164|CHN045011022|钟山县|AREA|20228
402165|CHN045011023|富川瑶族自治县|AREA|20228
402166|451201|市辖区|AREA|20229
402167|CHN045012002|金城江区|AREA|20229
402168|CHN045012021|南丹县|AREA|20229
402169|CHN045012022|天峨县|AREA|20229
402170|CHN045012023|凤山县|AREA|20229
402171|CHN045012024|东兰县|AREA|20229
402172|CHN045012025|罗城仫佬族自治县|AREA|20229
402173|CHN045012026|环江毛南族自治县|AREA|20229
402174|CHN045012027|巴马瑶族自治县|AREA|20229
402175|CHN045012028|都安瑶族自治县|AREA|20229
402176|CHN045012029|大化瑶族自治县|AREA|20229
402177|CHN045012081|宜州|AREA|20229
402178|451301|市辖区|AREA|20230
402179|CHN045013002|兴宾区|AREA|20230
402180|CHN045013021|忻城县|AREA|20230
402181|CHN045013022|象州县|AREA|20230
402182|CHN045013023|武宣县|AREA|20230
402183|CHN045013024|金秀瑶族自治县|AREA|20230
402184|CHN045013081|合山|AREA|20230
402185|451401|市辖区|AREA|20231
402186|CHN045014002|江洲区|AREA|20231
402187|CHN045014021|扶绥县|AREA|20231
402188|CHN045014022|宁明县|AREA|20231
402189|CHN045014023|龙州县|AREA|20231
402190|CHN045014024|大新县|AREA|20231
402191|CHN045014025|天等县|AREA|20231
402192|CHN045014081|凭祥|AREA|20231
402193|460101|市辖区|AREA|20232
402194|CHN046001005|秀英区|AREA|20232
402195|CHN046001006|龙华区|AREA|20232
402196|CHN046001007|琼山区|AREA|20232
402197|CHN046001008|美兰区|AREA|20232
402198|460201|市辖区|AREA|20233
402199|CHN046091000|五指山|AREA|20234
402200|CHN046092000|琼海|AREA|20234
402201|CHN046093000|儋州|AREA|20234
402202|CHN046095000|文昌|AREA|20234
402203|CHN046096000|万宁|AREA|20234
402204|CHN046097000|东方|AREA|20234
402205|CHN046A25000|定安县|AREA|20234
402206|CHN046A26000|屯昌县|AREA|20234
402207|CHN046A27000|澄迈县|AREA|20234
402208|CHN046A28000|临高县|AREA|20234
402209|CHN046A30000|白沙黎族自治县|AREA|20234
402210|CHN046A31000|昌江黎族自治县|AREA|20234
402211|CHN046A33000|乐东黎族自治县|AREA|20234
402212|CHN046A34000|陵水黎族自治县|AREA|20234
402213|CHN046A35000|保亭黎族苗族自治县|AREA|20234
402214|CHN046A36000|琼中黎族苗族自治县|AREA|20234
402215|469037|西沙群岛|AREA|20234
402216|469038|南沙群岛|AREA|20234
402217|469039|中沙群岛的岛礁及其海域|AREA|20234
402218|CHN050001000|万州区|AREA|20235
402219|CHN050002000|涪陵区|AREA|20235
402220|CHN050003000|渝中区|AREA|20235
402221|CHN050004000|大渡口区|AREA|20235
402222|CHN050005000|江北区|AREA|20235
402223|CHN050006000|沙坪坝区|AREA|20235
402224|CHN050007000|九龙坡区|AREA|20235
402225|CHN050008000|南岸区|AREA|20235
402226|CHN050009000|北碚区|AREA|20235
402227|CHN050010000|万盛区|AREA|20235
402228|CHN050011000|双桥区|AREA|20235
402229|CHN050012000|渝北区|AREA|20235
402230|CHN050013000|巴南区|AREA|20235
402231|CHN050039000|黔江区|AREA|20235
402232|CHN050021000|长寿区|AREA|20235
402233|CHN050022000|綦江县|AREA|20236
402234|CHN050023000|潼南县|AREA|20236
402235|CHN050024000|铜梁县|AREA|20236
402236|CHN050025000|大足县|AREA|20236
402237|CHN050026000|荣昌县|AREA|20236
402238|CHN050027000|璧山县|AREA|20236
402239|CHN050028000|梁平县|AREA|20236
402240|CHN050029000|城口县|AREA|20236
402241|CHN050030000|丰都县|AREA|20236
402242|CHN050031000|垫江县|AREA|20236
402243|CHN050032000|武隆县|AREA|20236
402244|CHN050033000|忠　县|AREA|20236
402245|CHN050034000|开　县|AREA|20236
402246|CHN050035000|云阳县|AREA|20236
402247|CHN050036000|奉节县|AREA|20236
402248|CHN050037000|巫山县|AREA|20236
402249|CHN050038000|巫溪县|AREA|20236
402250|CHN050040000|石柱土家族自治县|AREA|20236
402251|CHN050041000|秀山土家族苗族自治县|AREA|20236
402252|CHN050042000|酉阳土家族苗族自治县|AREA|20236
402253|CHN050043000|彭水苗族土家族自治县|AREA|20236
402254|CHN050081000|江津|AREA|20237
402255|CHN050082000|合川|AREA|20237
402256|CHN050083000|永川|AREA|20237
402257|CHN050084000|南川|AREA|20237
402258|510101|市辖区|AREA|20238
402259|CHN051001004|锦江区|AREA|20238
402260|CHN051001005|青羊区|AREA|20238
402261|CHN051001006|金牛区|AREA|20238
402262|CHN051001007|武侯区|AREA|20238
402263|CHN051001008|成华区|AREA|20238
402264|CHN051001012|龙泉驿区|AREA|20238
402265|CHN051001013|青白江区|AREA|20238
402266|CHN051001014|新都区|AREA|20238
402267|CHN051001015|温江区|AREA|20238
402268|CHN051001021|金堂县|AREA|20238
402269|CHN051001022|双流县|AREA|20238
402270|CHN051001024|郫　县|AREA|20238
402271|CHN051001029|大邑县|AREA|20238
402272|CHN051001031|蒲江县|AREA|20238
402273|CHN051001032|新津县|AREA|20238
402274|CHN051001081|都江堰|AREA|20238
402275|CHN051001082|彭州|AREA|20238
402276|CHN051001083|邛崃|AREA|20238
402277|CHN051001084|崇州|AREA|20238
402278|510301|市辖区|AREA|20239
402279|CHN051003002|自流井区|AREA|20239
402280|CHN051003003|贡井区|AREA|20239
402281|CHN051003004|大安区|AREA|20239
402282|CHN051003011|沿滩区|AREA|20239
402283|CHN051003021|荣　县|AREA|20239
402284|CHN051003022|富顺县|AREA|20239
402285|510401|市辖区|AREA|20240
402286|CHN081HEA000|东　区|AREA|20240
402287|CHN051004003|西　区|AREA|20240
402288|CHN051004011|仁和区|AREA|20240
402289|CHN051004021|米易县|AREA|20240
402290|CHN051004022|盐边县|AREA|20240
402291|510501|市辖区|AREA|20241
402292|CHN051005002|江阳区|AREA|20241
402293|CHN051005003|纳溪区|AREA|20241
402294|CHN051005004|龙马潭区|AREA|20241
402295|CHN051005021|泸　县|AREA|20241
402296|CHN051005022|合江县|AREA|20241
402297|CHN051005024|叙永县|AREA|20241
402298|CHN051005025|古蔺县|AREA|20241
402299|510601|市辖区|AREA|20242
402300|CHN051006003|旌阳区|AREA|20242
402301|CHN051006023|中江县|AREA|20242
402302|CHN051006026|罗江县|AREA|20242
402303|CHN051006081|广汉|AREA|20242
402304|CHN051006082|什邡|AREA|20242
402305|CHN051006083|绵竹|AREA|20242
402306|510701|市辖区|AREA|20243
402307|CHN051007003|涪城区|AREA|20243
402308|CHN051007004|游仙区|AREA|20243
402309|CHN051007022|三台县|AREA|20243
402310|CHN051007023|盐亭县|AREA|20243
402311|CHN051007024|安　县|AREA|20243
402312|CHN051007025|梓潼县|AREA|20243
402313|CHN051007026|北川羌族自治县|AREA|20243
402314|CHN051007027|平武县|AREA|20243
402315|CHN051007081|江油|AREA|20243
402316|510801|市辖区|AREA|20244
402317|CHN051008002|市中|AREA|20244
402318|CHN051008011|元坝区|AREA|20244
402319|CHN051008012|朝天区|AREA|20244
402320|CHN051008021|旺苍县|AREA|20244
402321|CHN051008022|青川县|AREA|20244
402322|CHN051008023|剑阁县|AREA|20244
402323|CHN051008024|苍溪县|AREA|20244
402324|510901|市辖区|AREA|20245
402325|CHN051009003|船山区|AREA|20245
402326|CHN051009004|安居区|AREA|20245
402327|CHN051009021|蓬溪县|AREA|20245
402328|CHN051009022|射洪县|AREA|20245
402329|CHN051009023|大英县|AREA|20245
402330|511001|市辖区|AREA|20246
402331|CHN051010002|市中|AREA|20246
402332|CHN051010011|东兴区|AREA|20246
402333|CHN051010024|威远县|AREA|20246
402334|CHN051010025|资中县|AREA|20246
402335|CHN051010028|隆昌县|AREA|20246
402336|511101|市辖区|AREA|20247
402337|CHN051011002|市中|AREA|20247
402338|CHN051011011|沙湾区|AREA|20247
402339|CHN051011012|五通桥区|AREA|20247
402340|CHN051011013|金口河区|AREA|20247
402341|CHN051011023|犍为县|AREA|20247
402342|CHN051011024|井研县|AREA|20247
402343|CHN051011026|夹江县|AREA|20247
402344|CHN051011029|沐川县|AREA|20247
402345|CHN051011032|峨边彝族自治县|AREA|20247
402346|CHN051011033|马边彝族自治县|AREA|20247
402347|CHN051011081|峨眉山|AREA|20247
402348|511301|市辖区|AREA|20248
402349|CHN051013002|顺庆区|AREA|20248
402350|CHN051013003|高坪区|AREA|20248
402351|CHN051013004|嘉陵区|AREA|20248
402352|CHN051013021|南部县|AREA|20248
402353|CHN051013022|营山县|AREA|20248
402354|CHN051013023|蓬安县|AREA|20248
402355|CHN051013024|仪陇县|AREA|20248
402356|CHN051013025|西充县|AREA|20248
402357|CHN051013081|阆中|AREA|20248
402358|511401|市辖区|AREA|20249
402359|CHN051014002|东坡区|AREA|20249
402360|CHN051014021|仁寿县|AREA|20249
402361|CHN051014022|彭山县|AREA|20249
402362|CHN051014023|洪雅县|AREA|20249
402363|CHN051014024|丹棱县|AREA|20249
402364|CHN051014025|青神县|AREA|20249
402365|511501|市辖区|AREA|20250
402366|CHN051015002|翠屏区|AREA|20250
402367|CHN051015021|宜宾县|AREA|20250
402368|CHN051015022|南溪县|AREA|20250
402369|CHN051015023|江安县|AREA|20250
402370|CHN051015024|长宁县|AREA|20250
402371|CHN051015025|高　县|AREA|20250
402372|CHN051015026|珙　县|AREA|20250
402373|CHN051015027|筠连县|AREA|20250
402374|CHN051015028|兴文县|AREA|20250
402375|CHN051015029|屏山县|AREA|20250
402376|511601|市辖区|AREA|20251
402377|CHN051016002|广安区|AREA|20251
402378|CHN051016021|岳池县|AREA|20251
402379|CHN051016022|武胜县|AREA|20251
402380|CHN051016023|邻水县|AREA|20251
402381|CHN051016081|华莹|AREA|20251
402382|511701|市辖区|AREA|20252
402383|CHN051017002|通川区|AREA|20252
402384|CHN051017021|达　县|AREA|20252
402385|CHN051017022|宣汉县|AREA|20252
402386|CHN051017023|开江县|AREA|20252
402387|CHN051017024|大竹县|AREA|20252
402388|CHN051017025|渠　县|AREA|20252
402389|CHN051017081|万源|AREA|20252
402390|511801|市辖区|AREA|20253
402391|CHN051018002|雨城区|AREA|20253
402392|CHN051018021|名山县|AREA|20253
402393|CHN051018022|荥经县|AREA|20253
402394|CHN051018023|汉源县|AREA|20253
402395|CHN051018024|石棉县|AREA|20253
402396|CHN051018025|天全县|AREA|20253
402397|CHN051018026|芦山县|AREA|20253
402398|CHN051018027|宝兴县|AREA|20253
402399|511901|市辖区|AREA|20254
402400|CHN051019002|巴州区|AREA|20254
402401|CHN051019021|通江县|AREA|20254
402402|CHN051019022|南江县|AREA|20254
402403|CHN051019023|平昌县|AREA|20254
402404|512001|市辖区|AREA|20255
402405|CHN051020002|雁江区|AREA|20255
402406|CHN051020021|安岳县|AREA|20255
402407|CHN051020022|乐至县|AREA|20255
402408|CHN051020081|简阳|AREA|20255
402409|CHN051032021|汶川县|AREA|20256
402410|CHN051032022|理　县|AREA|20256
402411|CHN051032023|茂　县|AREA|20256
402412|CHN051032024|松潘县|AREA|20256
402413|CHN051032025|九寨沟县|AREA|20256
402414|CHN051032026|金川县|AREA|20256
402415|CHN051032027|小金县|AREA|20256
402416|CHN051032028|黑水县|AREA|20256
402417|CHN051032029|马尔康县|AREA|20256
